#Frame      Mode1    Mode2    Mode3    Mode4    Mode5    Mode6    Mode7    Mode8    Mode9   Mode10
     870   -5.596    3.705   -2.408    6.744   -6.579    1.674   -5.289    1.528    4.497   -1.800
     871   -2.510   -2.577  -16.185   11.420   -4.280    0.805    5.278   -3.938    2.852    2.175
     872   -4.798    2.961   -8.821    5.684   -1.845    0.740    1.812    0.627    3.375    3.807
     873   -1.399    0.485  -14.964    8.512   -5.021    5.336    2.744   -3.349   -2.200   -0.531
     874    4.947    6.072   -1.549    7.403   -5.001    1.712    6.734   -1.350    0.559   -1.074
     875    0.712   12.890   -0.587   -3.936   -4.697    8.039    5.710   -5.023   -0.330    6.008
     876   -7.013    7.666   -4.670    1.168   -4.410   11.679   -2.375   -3.319   -2.616    2.625
     877   -3.268    2.052   -4.497   -2.321   -1.749    5.284    2.572   -7.485   -2.699    3.041
     878   -7.073    7.944    1.545    0.945   -6.308    1.087    0.817   -2.395   -2.088   -0.217
     879   -6.178    1.598   -6.556    3.029   -5.200    5.299    0.749   -0.254    0.193   -3.343
     880   -7.939   -1.145    3.139    1.339   -4.648   -1.010    0.954   -3.457    0.902    1.351
     881   -3.221   -3.301   -4.798    4.758   -4.595    5.123   -3.987    3.018    2.713   -0.973
     882   -6.537   -9.064   -7.940   -0.592   -2.741    3.097    1.231   -5.947    1.354    2.105
     883  -10.255    2.231   -8.281   -5.419   -1.194    1.592   -2.691   -3.675    2.131   -1.923
     884   -6.560   -3.513   -2.554   -0.672   -5.202    2.507   -1.286   -1.253    0.300    3.305
     885   -8.694    4.367    1.770   -1.939   -0.687    4.888   -3.266   -3.032   -0.621   -4.063
     886  -11.380    0.520   -2.703   -1.146   -1.381    4.933   -0.452    0.160   -0.860    2.798
     887   -9.871   10.619    3.666   -6.523    0.820    0.798    1.921    2.421   -0.483    2.119
     888   -8.210    3.823   -2.742    0.736   -5.159    1.552   -0.631    0.795   -0.617   -2.511
     889  -11.510    7.845   -2.721   -6.274   -3.666    0.947   -3.083   -4.337   -2.005    2.869
     890   -8.413    4.499   -4.772   -1.728   -4.487    2.621   -1.494   -2.839    2.089   -3.357
     891  -11.766    2.794   -3.045   -2.276   -1.133   -4.370   -2.282   -4.662    1.682    0.720
     892  -11.497    3.912   -0.561   -5.369   -3.969    0.631   -2.512    1.804    4.215   -1.178
     893  -17.865    5.019   -2.242   -7.374   -3.360   -1.045   -3.317    0.482   -1.102    0.726
     894  -15.994    0.703   -3.771   -4.578   -7.676   -1.303   -2.785   -0.435    3.654   -2.014
     895  -10.195    9.170   -1.880   -5.755   -3.487   -2.131    2.238   -0.731   -2.596   -3.258
     896  -12.419    4.579   -2.506    1.679   -8.793   -4.487    3.797   -3.767   -2.151   -1.923
     897   -7.854    3.656    2.312    0.720   -7.162   -3.078    0.370  -12.430    0.400    1.156
     898   -8.309    5.307    2.525   -2.081   -6.648   -3.349    2.225   -8.926   -2.280    2.184
     899   -6.888    5.145  -10.352   -1.747   -3.097    3.452    1.168   -6.144   -0.848    2.579
     900   -4.337    1.812   -1.139    2.403   -3.416   -3.095    4.808   -2.244    0.409    4.895
     901  -11.218    9.792   -4.196   -3.335   -6.912    2.181   -1.751   -0.989   -1.942    1.268
     902   -6.740    7.756   -7.450    0.013   -3.627    0.015    1.421   -2.051    3.547   -2.569
     903   -3.485    8.230    1.201   -1.700   -0.730    3.548    0.669    0.283    2.179    0.563
     904   -5.147    7.265   -5.465   -3.714   -3.771    3.903    1.714   -0.292    0.518   -1.431
     905   -3.886    5.678   -6.472   -4.378   -1.244    4.506    2.286   -5.867    2.110   -0.292
     906   -6.521    5.499   -3.718   -2.261   -5.438   -1.422    2.294   -2.985    2.595    3.754
     907   -0.841    7.746   -0.602   -2.346   -5.851    7.509    2.310   -3.675    5.437    4.621
     908    1.210   10.564    5.167    1.496   -0.827    1.647    6.925   -0.471   -3.622    3.558
     909   -2.909    8.553   -6.397   -4.716   -2.511    5.520    1.694   -4.238    2.681   -1.594
     910   -8.714    6.987   -6.407   -5.254   -7.525    4.203    3.652   -3.778    0.636    3.305
     911   -8.996    2.411   -9.059   -2.649   -6.965   -0.050    3.393   -6.646    1.654   -2.661
     912   -8.394    8.048   -0.856   -4.590   -5.897    2.671   -1.349   -1.559    2.281   -1.229
     913  -11.968    7.460   -7.427   -8.059   -3.730   -0.757    1.245   -3.988   -0.288   -1.476
     914   -9.807   15.073    1.407   -6.665   -6.275   -1.375    2.211   -3.513   -1.550    3.039
     915   -7.163    8.272    3.566   -0.979   -7.888   -3.109    6.111   -4.901    1.120    1.722
     916   -2.292   12.186    0.784   -5.634   -6.860    3.210    4.637   -3.223    0.762   -2.347
     917   -2.199    8.160    3.391    4.168   -5.316   -7.297    6.016   -0.944   -0.446   -2.961
     918   -2.877    5.394   -2.307    3.045   -2.640   -0.282   -0.142   -3.889    4.867    2.934
     919   -5.622    8.410    1.904   -1.155   -2.929    1.627    1.082   -5.012   -0.381   -2.789
     920   -6.869   10.211    3.291   -5.786   -3.299   -2.574    1.632    0.956   -2.281   -1.134
     921   -6.318   13.233    0.474   -1.714   -0.677    4.594   -4.020   -0.045   -0.672   -1.500
     922   -5.413    9.477   -2.477   -1.439   -0.505    0.714   -1.719   -2.485    5.390    4.825
     923   -9.496    8.381    0.290   -1.666   -3.478   -4.986   -3.404   -1.408    2.062   -1.841
     924   -5.178    7.328    5.387   -1.368   -2.138   -1.309   -3.921   -6.071    1.440    2.486
     925    1.488    2.316   -0.138    4.118   -4.862   -1.301    5.257   -5.127    2.698    0.296
     926   -2.144   10.255    3.240   -3.360   -3.505   -1.722    1.755   -3.058    4.085    1.129
     927   -2.049    7.051    7.172    2.155   -6.791   -6.153   -3.976   -3.965    3.667   -1.548
     928   -3.734    8.662    4.179   -3.004   -0.924   -4.654   -0.217   -2.950    0.402    2.001
     929   -7.291    6.831   -2.670   -2.468   -2.065   -2.208   -1.535   -2.955    0.589   -1.185
     930   -2.700    6.615    0.337    3.433   -4.666   -3.940    0.327   -3.364   -0.152   -0.094
     931   -5.342    9.578    6.322   -2.468   -6.790   -6.234   -0.865   -5.202    2.278    0.905
     932   -2.463    7.567    5.755    1.078   -4.167   -0.056   -3.202   -3.798    3.572   -0.533
     933   -6.159    9.566    5.828    1.478   -4.071   -2.141   -5.201   -0.898   -1.197   -1.494
     934   -6.793    3.717   -0.138    4.312   -4.640   -3.527   -1.689   -2.227    3.247    0.438
     935   -6.716    4.824   -3.923    0.333   -0.056   -3.098   -3.070   -1.385    1.593   -4.257
     936   -6.760    6.923   -0.561    2.104   -3.879   -0.351   -0.821    2.894   -1.975   -5.190
     937   -7.840    4.727    4.779    0.269   -3.321   -0.385   -3.590    4.179   -3.925   -4.556
     938   -7.261    3.005   -0.194    2.076   -0.354   -4.050   -5.249   -0.752   -5.878   -3.381
     939   -1.237    4.851   -2.539    1.106   -0.922   -0.702   -3.351    1.523   -0.757    2.596
     940   -3.585    2.994   -1.863    0.909   -5.522    0.462   -3.323    0.223    1.324   -2.367
     941   -5.511    6.768    1.339   -0.246   -0.458   -1.250   -9.245    2.583   -0.648   -2.457
     942   -5.874    7.095   -2.163    1.474   -2.769   -2.762   -3.690    1.637   -3.157   -0.932
     943   -2.327    8.567    2.414    2.483   -1.654    2.787   -4.447    2.615    1.561   -4.941
     944    1.806    6.694    0.155    4.500    1.781    0.991   -5.817    3.150    0.772   -1.772
     945   -2.040    4.637    8.994    2.759   -5.487   -2.351    0.724   -1.321    1.745   -4.424
     946   -5.440    6.190    4.544    0.736   -3.385    1.707   -6.070    1.025   -1.767   -3.522
     947   -6.058    5.402   -2.259   -1.629   -0.632    4.403   -0.562    1.058   -1.491   -1.272
     948   -6.211    7.211   -0.466   -3.011   -3.044    0.175   -3.357   -1.262   -1.299   -0.821
     949    1.385    4.245    1.756    5.001   -8.039   -3.468    2.110    1.752   -0.645   -3.341
     950   -2.297    8.954    0.532   -0.003   -4.210    0.005   -0.514   -2.090   -4.165   -3.963
     951   -2.726    6.663    0.931    0.782   -3.987   -2.386   -3.192   -3.980   -3.431   -3.285
     952   -9.471   15.540    1.508   -5.873   -6.804    0.091   -1.688   -4.146    0.821    0.235
     953    2.334    3.825    1.836    4.329   -6.567    0.638   -0.470   -1.024    2.716   -2.836
     954   -6.199    0.455   -5.325    5.829   -6.103   -1.225    2.839   -1.164    2.703   -6.115
     955   -4.940    5.080    2.989   -1.552   -5.175   -1.246    3.210   -0.319    1.886   -2.650
     956   -3.990    8.398   -0.909   -3.870   -4.691    2.436    2.555   -4.450    0.584   -2.885
     957  -11.262    8.431  -15.305   -6.486   -5.937    3.412    4.593   -0.124    0.055   -4.850
     958   -1.949    1.702   -6.892   -4.489   -3.235    5.349    4.205   -3.265    3.311   -0.748
     959   -8.858    8.749   -3.028   -6.093  -10.623   -4.499    0.917   -3.850    3.960   -0.085
     960  -14.248    7.231   -4.616   -4.776   -8.111   -5.116   -0.811    4.055    2.334   -3.586
     961   -9.605    7.628   -3.375   -0.828   -7.150   -4.308    9.238    8.303   -1.422   -1.263
     962  -11.007   11.944   -9.333   -3.344   -7.097    1.105    2.951    4.321   -1.804   -0.352
     963    1.436    2.376    3.176    1.530   -1.304   -0.379    5.191   -2.052   -1.876    0.263
     964   -4.207    4.292   -0.293    1.388   -1.286   -2.624    2.530    2.609   -0.468   -0.097
     965   -7.125    8.197   -9.990    0.349   -7.682   -1.551   -0.263    1.297    4.353    4.967
     966   -9.102    6.865  -12.083   -1.925   -3.992   -0.574   -0.825    0.569    7.199    2.330
     967   -5.439    0.925   -7.895    2.280   -6.577    2.794    2.259   -3.326    1.342    2.786
     968   -4.410    1.163   -9.623    6.045  -11.855    1.871    4.492    0.425   -0.910    2.550
     969   -4.082    7.331   -2.894    1.420  -13.599    0.911    1.727   -0.593    7.301    1.513
     970   -2.184   -2.531   -6.371    7.046  -11.078   -5.593    7.501   -5.501    2.556    5.395
     971   -6.172   -1.389   -6.540    6.166  -11.640    1.579    2.801    3.650   -1.173    0.457
     972   -4.043   -2.358   -9.112    4.431   -1.913    3.807    4.709    1.479   -2.515    1.349
     973   -8.798   -0.582   -7.386    6.736  -10.521    0.484   -1.002   -0.303   -2.283    3.160
     974  -10.128    4.310   -8.439   -1.615   -8.064   -4.138    0.624    2.236    1.645   -2.654
     975  -18.132   13.056   -9.336  -14.223   -9.292   -2.209   -0.718    1.448    3.520    2.366
     976   -8.144    7.308  -14.393    1.354   -6.969   -5.301    2.532   -3.018    3.385    6.212
     977   -6.687    9.941   -5.916   -0.896  -13.305   -3.155    1.898   -1.813    3.932    2.618
     978  -10.490    4.593   -6.821   -3.767   -4.691    2.806   -0.141   -0.867    1.805   -4.658
     979   -5.116    5.971   -9.487   -0.443   -4.543    0.973    0.958   -3.253   -0.119    1.736
     980   -6.746    8.870   -6.247    6.831  -11.695    1.339   -3.860    1.492    2.509    1.534
     981   -6.666   10.468   -5.213   -3.446   -6.672    5.908   -3.658    5.509    0.200   -1.468
     982   -5.999    8.896    0.672   -0.874   -1.850   -0.513    1.807   -0.043   -0.321   -1.634
     983  -12.207    9.270  -12.303   -1.344   -6.370   -0.857    0.080    1.277    1.186   -0.467
     984   -7.582    3.695   -9.809    2.386   -8.557   -4.817    2.085   -0.765   -0.509    0.856
     985   -8.027    5.558  -10.013   -2.344   -4.942    3.002    1.831   -2.141    1.828   -1.061
     986   -2.606    8.074   -3.058   -2.639   -6.401    2.138    0.630   -0.424    2.488   -2.505
     987   -5.566    7.941   -4.974   -7.033   -5.219   -2.773    3.070   -4.804    1.148   -1.741
     988   -3.955    3.999  -10.384   -0.694   -6.097   10.774    3.403   -1.330    0.224   -0.502
     989   -3.218    3.678   -3.736    4.884  -10.413   -6.343    5.580    1.047    1.940    0.917
     990   -1.539    0.109   -3.611    3.573   -6.454    3.666    1.370    1.414    8.955   -1.800
     991   -4.044    2.023   -6.481   -0.174   -1.762    4.608    3.048    2.294    1.853   -1.194
     992   -4.405   -2.265   -9.124    0.092   -2.411    5.239   -0.448   -2.785   -0.528   -2.661
     993   -0.427   -2.100   -7.789    4.639   -3.181    8.352    2.785   -0.310    5.140   -0.284
     994    0.380   -2.677   -3.979    7.430   -6.758    6.101   -2.527   -0.650    3.968    1.432
     995   -4.280    2.434    2.953   -0.590   -0.682   -6.055    2.230   -2.800    2.803    1.425
     996   -6.150    7.042   -2.055    0.488   -0.169   -1.014    4.300    3.578    0.002   -1.080
     997   -4.708   -1.530   -1.751    2.564    2.096    1.705    3.081    0.127    1.834    2.086
     998   -7.708    6.877    4.704   -3.620    1.277   -0.178   -0.262    4.176   -1.629   -0.703
     999  -15.173    5.886   -8.609   -4.653   -3.429    4.846   -2.883    5.748    2.148   -6.350
    1000   -5.619   -1.593   -4.748   -0.518   -3.556    1.229    2.161    0.723   -1.126   -0.542
